paper_id,condition,finding_idx,severity,gt_match,finding_text
HN04,graduated_dissent,11,MINOR,False,"Analysis and discussion of non-prespecified outcomes (e.g., time to recovery) without clear labeling as exploratory."
HN04,graduated_dissent,12,MINOR,False,"No publication-bias assessment performed, though justified by insufficient number of studies."
HN05,graduated_dissent,1,MAJOR-REVISION,False,"The headline conclusion that telehealthcare significantly reduces hospitalizations is fragile and driven by a single partially translated, high-risk, atypical study (Kokubu 2000, weight ~56%). Sensiti"
HN05,graduated_dissent,2,MAJOR-REVISION,False,"Risk of bias from incomplete translations of key studies (Kokubu 1999, Kokubu 2000). Only partial translations from Japanese were available, and risk of bias was acknowledged as 'very hard to assess.'"
HN05,graduated_dissent,3,MAJOR-REVISION,False,"Quality-of-life meta-analysis pools different Juniper instruments (Mini-AQLQ, full AQLQ, pediatric PAQLQ, caregiver PACQLQ) using raw mean difference rather than standardized mean difference or strati"
HN05,graduated_dissent,4,MAJOR-REVISION,False,"Substantial clinical heterogeneity across intervention types, settings, populations, severity levels, control conditions, and follow-up periods is insufficiently addressed. Interventions span telephon"
HN05,graduated_dissent,5,MAJOR-REVISION,False,"Subgroup interpretations suggesting benefit in severe asthma/secondary care populations are exploratory, based on very small numbers of studies and events, but are presented as if they were establishe"
HN05,graduated_dissent,6,MAJOR-REVISION,False,"Risk-of-bias assessment is not well integrated into conclusions. Many included studies have high or unclear risk of bias for blinding, attrition, and reporting, yet the discussion describes the eviden"
HN05,graduated_dissent,7,MINOR,False,"Handling of sparse binary outcomes (hospitalizations, emergency visits) lacks detail on continuity corrections, and robustness of Mantel-Haenszel odds ratios under rare-event conditions is not assesse"
HN05,graduated_dissent,8,MINOR,False,The three-arm trial (Rasmussen 2005) is included without clear documentation of how shared comparator groups were handled to avoid double-counting control participants.
HN05,graduated_dissent,9,MINOR,False,Inclusion of a study with 'inappropriate randomization' (Rasmussen 2005) without explicit sensitivity analysis showing its impact on primary outcomes.
HN05,graduated_dissent,10,MINOR,False,"Funnel plots used to assess publication bias with very small numbers of studies (4–5, sometimes 2), where such plots are uninformative and unreliable."
HN05,graduated_dissent,11,MINOR,False,"Enhanced-care control groups (frequent phone contacts, education, action plans) are not consistently factored into interpretation of pooled effectiveness estimates."
HN05,graduated_dissent,12,MINOR,False,"Selective reporting bias judgments are sometimes rated as low risk based on published reports alone, without having sought study protocols."
HN06,graduated_dissent,1,MAJOR-REVISION,False,"Overstatement of intervention 'effects' and 'impact' without a control group. The manuscript repeatedly uses causal language ('positive effect on parenting skills and attitudes,' 'positive program imp"
HN06,graduated_dissent,2,MAJOR-REVISION,False,"Internal inconsistencies in sample accounting across the manuscript. Table 2 group sizes (eligible n=20, enrolled-not-graduated n=11, graduated n=12 = 43) do not cleanly reconcile with the CONSORT flo"
HN06,graduated_dissent,3,MAJOR-REVISION,False,"Inappropriate or inadequately specified statistical testing in Table 2. Chi-square tests are stated but continuous variables (age, number of children) are also compared with pairwise significance supe"
HN06,graduated_dissent,4,MAJOR-REVISION,False,"Probable typographical or data-reporting errors in Table 2, including an age SD reported as '845' for the enrolled-but-did-not-graduate group, suspicious race percentage totals, and race/ethnicity cod"
HN06,graduated_dissent,5,MAJOR-REVISION,False,Failure to analyze or report data by cohort despite a mid-study protocol change. Co-parents were included in the first two groups but not the third (fathers-only). Aggregate reporting across all three
HN06,graduated_dissent,6,MAJOR-REVISION,False,"Survivorship/attrition bias in acceptability and perceived impact findings. With substantial dropout (23 enrolled, 12 graduated), acceptability was assessed only among completers. Those who discontinu"
HN06,graduated_dissent,7,MAJOR-REVISION,False,"Ambiguity between post-only perceived change items and true longitudinal pre-post outcomes. The manuscript collected pre-, post-, and follow-up measures but does not clearly distinguish which 'impact'"
HN06,graduated_dissent,8,MINOR,False,"Coach acceptability metric is uninterpretable. The mean rating of 8.43 (SD .37) is reported without specifying number of raters, number of sessions rated, independence of ratings, or aggregation metho"
HN06,graduated_dissent,9,MINOR,False,"Inadequate mitigation of self-report bias despite the manuscript's claim that separating intervention delivery from data collection addresses this concern. Participants were not blinded, and data coll"
HN06,graduated_dissent,10,MINOR,False,Missing clinicaltrials.gov registration number despite claim of pre-registration.
HN06,graduated_dissent,11,MINOR,False,"Dichotomization of outcomes using researcher-chosen thresholds (e.g., rating 4 or 5 as 'positive impact') without justification or sensitivity analysis. With tiny samples, such dichotomization can be "
HN06,graduated_dissent,12,MINOR,False,Retention/completion rate denominator choice could be more transparent. The manuscript reports 12/23 (52.2%) graduation rate using all enrolled as denominator; 12/16 (75%) using those who attended ≥1 
HN07,graduated_dissent,1,MAJOR-REVISION,False,"The paper claims 'we did not conduct statistical tests' per CONSORT pilot guidance, yet presents and interprets 95% confidence intervals and correlation coefficients throughout as evidence of treatmen"
HN07,graduated_dissent,2,MAJOR-REVISION,False,"Subgroup/stratified analyses by BMI, marital status, and age are presented and interpreted with inferential language despite extremely small subgroup sizes, no prespecification, and no multiplicity co"
HN07,graduated_dissent,3,MAJOR-REVISION,False,"Correlation analyses between baseline barrier/confidence scores and change in behavior are interpreted mechanistically or causally without adjusting for baseline outcome levels, regression to the mean"
HN07,graduated_dissent,4,MAJOR-REVISION,False,"Numerical/reporting inconsistencies in tables: impossible or implausible percentages (e.g., '5 (0%)' in N=76, '3 (1%)' in N=76), inconsistent sample sizes across analyses not fully explained, and a ma"
HN07,graduated_dissent,5,MAJOR-REVISION,False,"High multiplicity of outcomes, subdomains, timepoints, and stratified analyses without a clear hierarchy, prespecification, or acknowledgment of the risk of selective interpretation and false positive"
HN07,graduated_dissent,6,MAJOR-REVISION,False,"The discussion overinterprets exploratory findings, particularly the suggestion that short-term intervention resources may worsen long-term perceptions/confidence, based on sparse 52-week subgroup/dom"
HN07,graduated_dissent,7,MINOR,False,"Substantial attrition at 52-week follow-up (68% intervention, 62% control in P8) with complete-case analysis only and no assessment of attrition bias or missing-data sensitivity."
HN07,graduated_dissent,8,MINOR,False,"Cross-study comparison between Smart Pace and Prostate 8, which differ in disease type, eligibility, intervention components, and measurement targets, with speculative explanations for between-study d"
HN07,graduated_dissent,9,MINOR,False,"Inconsistent mixing of means and medians in reporting (e.g., 'Mean steps per day ... was 9,758 [IQR ...]'), obscuring which summary statistic was actually used."
HN07,graduated_dissent,10,MINOR,False,"No prespecified minimal clinically important difference (MCID) for the 1–5 barrier/confidence scales, making it unclear whether observed small changes are meaningful."
HN07,graduated_dissent,11,MINOR,False,"Arbitrary dichotomization of barrier/confidence items for baseline prevalence while later analyses use continuous 1–5 averaged scores, with no justification for the relationship between these two anal"
HN08,graduated_dissent,1,MINOR,False,"The facemask example uses an assumed 40% relative risk reduction and illustrative baseline risks, which could be misinterpreted by readers as an evidence-based estimate rather than a hypothetical teac"
HN08,graduated_dissent,2,MINOR,False,"The statement that studies can 'never show that there is no difference' is rhetorically imprecise, as equivalence/non-inferiority designs and Bayesian approaches can provide evidence regarding null ef"
HN08,graduated_dissent,3,MINOR,False,"The section on responder analyses versus mean differences presents dichotomization of continuous outcomes somewhat one-sidedly without acknowledging the well-known trade-offs (information loss, thresh"
HN08,graduated_dissent,4,MINOR,False,The article relies on selected examples and citations without systematically demonstrating their representativeness of the broader literature.
HN09,graduated_dissent,1,MAJOR-REVISION,False,"The manuscript repeatedly uses causal language ('lead to,' 'contribute to,' 'cause') for associations derived primarily from observational studies, without consistent caveats about the limits of causa"
HN09,graduated_dissent,2,MAJOR-REVISION,False,"The claim that 'anyone experiencing nocturia at least 3 times nightly should be referred for polysomnography, as this is suggestive of OSA' is a strong, specific clinical recommendation without appare"
HN09,graduated_dissent,3,MINOR,False,"Internal methodological contradiction in the mortality section: after discussing prospective and actigraphy-based cohort studies, the text states that 'these associations are derived mainly from cross"
HN09,graduated_dissent,4,MINOR,False,"The article is a narrative review but provides no description of review methodology (search strategy, databases, date limits, study selection criteria, quality assessment, or synthesis approach)."
HN09,graduated_dissent,5,MINOR,False,"The review makes strong clinical recommendations (first-line treatment approaches, specific pharmacologic suggestions) without formal grading of evidence strength or a benefit-harm framework."
HN09,graduated_dissent,6,MINOR,False,"The manuscript conflates distinct constructs (short/long sleep duration, insomnia, poor sleep quality, circadian disruption, OSA, napping) under 'sleep deficiency' without clear operational definition"
HN09,graduated_dissent,7,MINOR,False,Potential confounding and reverse causation (especially for long sleep duration as a marker of frailty/comorbidity) are acknowledged only inconsistently across the chapter.
HN09,graduated_dissent,8,MINOR,False,"Prevalence and effect-size claims are presented as broadly representative despite dependence on specific populations, diagnostic thresholds, or measurement methods."
HN09,graduated_dissent,9,MINOR,False,"The review does not consistently separate evidence from community-dwelling, institutionalized, and disease-specific older adult populations when drawing conclusions."
HN09,graduated_dissent,10,MINOR,False,"Interventional evidence is discussed without sufficient distinction between subjective and objective sleep outcomes, and without systematic attention to sample size, trial duration, and generalizabili"
HN09,graduated_dissent,11,MINOR,False,The section on napping presents conflicting evidence without a clear integrative framework for reconciling harm vs. benefit findings.
HN09,graduated_dissent,12,MINOR,False,"The mechanistic claim about music therapy improving sleep via cortisol modulation is presented as established fact rather than hypothesis, without direct supporting citation."
HN09,graduated_dissent,13,MINOR,False,Likely factual/reporting inaccuracies such as '7–8 hours per weeknight' (likely should be 'per night') undermine confidence in careful reporting.
HN10,graduated_dissent,1,MAJOR-REVISION,False,"Incoherent statistical methods: 'Two way-ANOVA employing Kruskal-Wallis method' is not a valid analytical framework, making all reported p-values and significance claims uninterpretable."
HN10,graduated_dissent,2,MAJOR-REVISION,False,"No adjustment for critical confounders (BMI, total energy intake, physical activity, socioeconomic status) in the primary diet-PCOS severity analyses."
HN10,graduated_dissent,3,MAJOR-REVISION,False,"Cross-sectional design interpreted with causal language ('impact', 'role of diet in governing', 'junk foods might have an amplified effect')."
HN10,graduated_dissent,4,MAJOR-REVISION,False,Biologically impossible HDL value of 478.2 mg/dl for Phenotype D in Table 3.
HN10,graduated_dissent,5,MAJOR-REVISION,False,"Non-validated, self-structured dietary questionnaire with crude frequency categories ('voracious/moderate/rare') as the central exposure variable, with no portion sizes, nutrient composition, or total"
HN10,graduated_dissent,6,MAJOR-REVISION,False,"Extensive multiple testing across phenotypes, diet strata, and biochemical outcomes without clearly described correction procedures."
HN10,graduated_dissent,7,MINOR,False,Inconsistent sample accounting: 418 interviewed vs. 404 PCOS + 126 controls = 530 enrolled; percentages and phenotype counts show minor discrepancies.
HN10,graduated_dissent,8,MAJOR-REVISION,False,"No group sample sizes provided for diet-frequency strata within each phenotype, making it impossible to assess balance, precision, or stability of subgroup comparisons."
HN10,graduated_dissent,9,MAJOR-REVISION,False,"Controls are only 'age matched' with no demonstration of comparability on BMI, residence, socioeconomic status, or lifestyle factors relevant to diet and metabolism."
HN10,graduated_dissent,10,MAJOR-REVISION,False,"Ambiguous operational definitions (menstrual interval categories, Rotterdam criteria application) creating uncertainty about participant classification."
HN10,graduated_dissent,11,MAJOR-REVISION,False,"Conclusion emphasizes insulin resistance effects of junk food, but insulin-related analyses in diet-stratified sections are not clearly presented with appropriate adjusted models."
HN10,graduated_dissent,12,MINOR,False,"'Junk food' exposure collapses heterogeneous food types (sugar-sweetened beverages, fried foods, processed meats, sweets, packaged snacks) into a single construct without scoring rationale."
HN10,graduated_dissent,13,MAJOR-REVISION,False,"No reporting of assumption checks for parametric analyses, despite using means/SD for often-skewed hormonal and metabolic variables."
HN10,graduated_dissent,14,MINOR,False,Phenotype comparisons are partly tautological: phenotypes defined by hyperandrogenism are compared on androgen-related measures.
HN10,graduated_dissent,15,MINOR,False,No effect sizes or confidence intervals reported; reliance almost entirely on p-values.
HN10,graduated_dissent,16,MAJOR-REVISION,False,"No description of missing data handling across many laboratory, ultrasound, and questionnaire variables."
HN10,graduated_dissent,17,MAJOR-REVISION,False,Ordinal exposure (rare/moderate/voracious) analyzed as nominal categories without test for trend or dose-response modeling.
R01,graduated_dissent,1,RETRACTION-WORTHY,False,"The manuscript claims to estimate WHO-defined PCC incidence, but the operational definition does not match the WHO definition. The WHO definition requires symptoms present at 3 months post-infection, "
R01,graduated_dissent,2,MAJOR-REVISION,True,"The survival/Cox regression analysis reports extreme hazard ratios (e.g., HR=0.00 with CIs of 0.00–0.02) that are statistically implausible and strongly suggest complete separation, sparse-data bias, "
R01,graduated_dissent,3,MAJOR-REVISION,False,"The single identified PCC case reportedly had symptoms resolve during the last 2 weeks of 14 weeks' post-infection follow-up, which appears inconsistent with the WHO requirement that symptoms be prese"
R01,graduated_dissent,4,MAJOR-REVISION,False,"The manuscript appears to conflate distinct outcomes — 'WHO-defined PCC,' 'post-COVID symptoms,' and 'time to symptom resolution after COVID-19' — across its incidence and survival analysis sections w"
R01,graduated_dissent,5,MAJOR-REVISION,True,"The denominator for the primary incidence estimate (1/271 = 0.4%) is inadequately explained. The exclusions from the full cohort are not transparently described, and it is unclear whether all 271 chil"
R01,graduated_dissent,6,MAJOR-REVISION,False,"The event definition for the Cox analysis — resolution defined as 4 weeks without symptoms with nonconsecutive weeks allowed, assessed at 2-week intervals — is unusual for standard survival methods an"
R01,graduated_dissent,7,MAJOR-REVISION,False,"The exposure variable 'symptoms reported every 2 weeks prior to infection' is ambiguously defined, with unclear handling of varying pre-infection observation windows, creating risk of immortal-time or"
R01,graduated_dissent,8,MAJOR-REVISION,False,"Restriction to PCR-confirmed infections in a cohort study that includes serological data may miss many SARS-CoV-2 infections, particularly asymptomatic ones, introducing selection bias into both incid"
R01,graduated_dissent,9,MAJOR-REVISION,False,"Symptom-specific Cox models lack reporting of event counts, proportional hazards assessments, handling of tied/discrete times, and multiplicity adjustment despite testing multiple symptoms."
R01,graduated_dissent,10,MAJOR-REVISION,False,"Multivariable models inadequately control for confounding, with no mention of adjustment for age, sex, calendar period/variant, vaccination status, socioeconomic factors, or acute illness severity."
R01,graduated_dissent,11,MAJOR-REVISION,False,"Insufficient cohort flow reporting from 1026 enrolled to 271 analyzed, with no flow diagram or transparent accounting of exclusions, losses, and censoring."
R01,graduated_dissent,12,MINOR,False,"The claim that 'most children experienced a resolution of symptoms within 2 weeks of infection' may overstate what the data show, given the 2-week reporting interval and lack of explicit symptom durat"
R01,graduated_dissent,13,MINOR,False,Reliance on parent-proxy reporting for all symptoms without child self-report for older children (ages 8-13).
R02,graduated_dissent,1,MAJOR-REVISION,False,The central 19% 'committed income reduction' by 2049 is derived by extrapolating reduced-form panel coefficients — identified from historical within-region annual weather variation with 8-10 year lag 
R02,graduated_dissent,2,MAJOR-REVISION,True,Substantial out-of-sample extrapolation: coefficients estimated from historical interannual climate variability (~0.1-0.2°C annual first-differences) are applied to projected multi-decade climate chan
R02,graduated_dissent,3,MAJOR-REVISION,False,The model identifies effects from annual weather anomalies (first-differenced climate variables) but projects damages using smooth forced climate trends from climate models. The assumption that econom
R02,graduated_dissent,4,MAJOR-REVISION,False,"The uncertainty analysis omits major sources of structural uncertainty — alternative dynamic specifications beyond the chosen lag family, different fixed-effect/trend structures, alternative aggregati"
R02,graduated_dissent,5,MAJOR-REVISION,False,The 'lower bound on persistence' framing is methodologically problematic: it is induced by choosing a first-differenced specification and then truncating lags via significance/information criteria. To
R02,graduated_dissent,6,MAJOR-REVISION,False,The comparison between projected damages (19% cumulative income loss) and mitigation costs ('sixfold') is not methodologically commensurate. Damages are reduced-form climate impacts relative to a no-c
R02,graduated_dissent,7,MAJOR-REVISION,False,Lag selection based on statistical significance and information criteria after evaluating many distributed lag models risks post-selection inference problems. Reported confidence intervals and Monte C
R02,graduated_dissent,8,MAJOR-REVISION,False,"Potential residual confounding despite region fixed effects, year fixed effects, and region-specific linear trends. Slow-moving omitted variables correlated with climate changes (nonlinear development"
R02,graduated_dissent,9,MINOR,False,"Global damage estimates are constructed from local direct effects without full treatment of cross-region spillovers, trade propagation, equilibrium reallocation, and price effects, yet the paper makes"
R02,graduated_dissent,10,MINOR,False,"Use of national GDP per capita baseline projections for all subnational regions within a country imposes within-country homogeneity in future baseline income paths, potentially distorting spatial hete"
R02,graduated_dissent,11,MINOR,False,"The baseline 'no further climate change' counterfactual embeds assumptions about natural variability and the recent climate state, making 'committed damages' a scenario-relative concept rather than a "
R02,graduated_dissent,12,MINOR,False,"Empirical models explain less than 5% of within-region variation (low R²), yet are used for large cumulative projections."
R02,graduated_dissent,13,MINOR,False,The 'statistically indistinguishable until 2049' framing for scenario divergence depends on the chosen dependence structure in the paired Monte Carlo simulation draws.
R02,graduated_dissent,14,MINOR,False,Capping moderating variables at the historical 95th percentile while allowing primary climate variables to move outside historical support only partially addresses extrapolation and may create interna
R03,graduated_dissent,1,MAJOR-REVISION,True,Selection bias in the replication pipeline: effects were advanced to replication only after exploratory screening and survival of large-N preregistered self-confirmatory tests. The headline replicatio
R03,graduated_dissent,2,MAJOR-REVISION,False,"Selection pipeline denominator is unreported: the number of candidate ideas explored, piloted, and abandoned before nomination is not disclosed, creating unquantified survivorship bias in the headline"
R03,graduated_dissent,3,MAJOR-REVISION,False,"Lack of a counterfactual or control condition: without comparing replication success of effects that did vs. did not pass through the rigorous self-confirmation pipeline, the causal claim that rigorou"
R03,graduated_dissent,4,MAJOR-REVISION,True,"Preregistration began only after exploratory piloting and effect selection, yet the paper claims findings are 'free from P-hacking and questionable research practices.' Preregistration protects the co"
R03,graduated_dissent,5,MAJOR-REVISION,False,"Independence of replications is compromised: methodological clarifications were provided in 71% of studies ('not always trivial'), and all four labs were collaborators in the same meta-project, creati"
R03,graduated_dissent,6,MAJOR-REVISION,False,"Power calculations for replications are based on effect sizes from self-confirmatory tests, which are themselves subject to winner's curse from earlier piloting. The comparison between observed replic"
R03,graduated_dissent,7,MAJOR-REVISION,False,"Overinterpretation of null results on effect-size decline: with only 16 discovery clusters, the study has limited power to detect modest decline or lab-by-time interactions, yet absence of significant"
R03,graduated_dissent,8,MINOR,False,"Replications were not fully standardized: labs could add their own preregistered attention-check exclusions, meaning replications were not exact tests of a common prespecified analysis pipeline."
R03,graduated_dissent,9,MINOR,False,"Study sample restricted to online, two-condition, single-DV, short-session U.S.-adult studies, yet conclusions are sometimes generalized to 'social-behavioural sciences' broadly."
R03,graduated_dissent,10,MINOR,False,"Predictability studies used to argue effects aren't 'obviously true' do not validly test whether the selected effects are of a more robust type, even if not more predictable."
R03,graduated_dissent,11,MINOR,False,"Suspicious or unclear statistical reporting (e.g., 'robust approximate Hotelling's T2(6.01), 0.60; P = 0.64') makes independent verification difficult."
R03,graduated_dissent,12,MINOR,False,Claim that 'the replication rate could not be any higher' given power is logically incorrect—observed rates can exceed average expected power by chance.
R03,graduated_dissent,13,MINOR,False,Potential participant overlap across online panels could induce dependence or contamination across studies/replications.
R04,graduated_dissent,1,RETRACTION-WORTHY,False,"The statistical method (independent t-test) is fundamentally incompatible with the study design (4-group, repeated-measures RCT at 4 timepoints). Independent t-tests cannot model within-subject correl"
R04,graduated_dissent,2,MAJOR-REVISION,False,"Numerical inconsistency in baseline fasting blood sugar for the placebo group: Table 1 reports 113.6±12.5 mg/dL while Table 3 reports 118.6±12.5 mg/dL for the same group at baseline, with identical SD"
R04,graduated_dissent,3,MAJOR-REVISION,False,"Anthropometric baseline SDs are implausibly large for the BMI-restricted sample (height SD ~20-22 cm, weight SD ~27-29 kg in a sample restricted to BMI 27-34)."
R04,graduated_dissent,4,MAJOR-REVISION,False,"The manuscript claims diet and physical activity 'did not differ among groups throughout the whole study' without presenting any data, statistical tests, or quantified methods to support this assertio"
R04,graduated_dissent,5,MAJOR-REVISION,False,"No participant flow is reported: no CONSORT-style diagram, no accounting of exclusions, withdrawals, attrition, or specification of analysis population (ITT vs per-protocol)."
R04,graduated_dissent,6,MAJOR-REVISION,False,"Significance notation in Table 3 is corrupted/unclear (e.g., '115.4±12.6*#*†'), and the comparison coding legend is incomplete, preventing readers from determining which specific group comparisons are"
R04,graduated_dissent,7,MINOR,False,"Efficacy claims are based heavily on within-group comparisons to baseline rather than between-group treatment-versus-placebo contrasts, and no appropriate dose-response model is presented despite cent"
R04,graduated_dissent,8,MINOR,False,"No adjustment for multiple testing despite numerous outcomes (weight, BMI, waist, hip, BFR, FBS, TG, TC), four timepoints, and multiple pairwise group comparisons."
R04,graduated_dissent,9,MINOR,False,"The placebo contained lactic acid to mimic vinegar taste, which may not be physiologically inert and could have metabolic effects."
R04,graduated_dissent,10,MINOR,False,The age range (12-25 years) combines early adolescents and adults without stratification or covariate adjustment for developmental stage.
R04,graduated_dissent,11,MINOR,False,No sample size calculation or power analysis is reported.
R04,graduated_dissent,12,MINOR,False,Convenience sampling limits generalizability.
R04,graduated_dissent,13,MINOR,False,"Inadequate safety assessment: 'no adverse effects' claimed without systematic adverse-event collection, dental/GI monitoring, or lab safety markers."
R04,graduated_dissent,14,MINOR,False,No confidence intervals or effect sizes reported; only p-values presented. No normality assessment for potentially skewed outcomes like triglycerides.
R05,graduated_dissent,1,MAJOR-REVISION,False,"Primary and secondary outcome analyses do not properly account for the cluster-randomized design in the main inferential models. Standard fixed-effects logistic regression, t-tests, and chi-square tes"
R05,graduated_dissent,2,MAJOR-REVISION,False,"The manuscript makes first-line/non-inferiority-style clinical recommendations from a non-significant superiority trial result, stating IO 'may not be a deferred choice' and 'could be considered a fir"
R05,graduated_dissent,3,MAJOR-REVISION,False,"The trial is underpowered for realistic effect sizes, yet conclusions are phrased as demonstrating no difference. The sample size assumed a 5% absolute survival increase (10% to 15%), and the CI (0.76"
R05,graduated_dissent,4,MAJOR-REVISION,True,"The achieved group sizes (741 IO vs 991 IV, ~1:1.3) deviate substantially from the planned 1:2 randomization ratio, with only a speculative post-hoc explanation (COVID-19 dispatch disruptions). This r"
R05,graduated_dissent,5,MAJOR-REVISION,False,"The intervention comparison is a bundled care strategy (one IO attempt vs. up to two IV attempts, no crossover, immediate transport after failure) rather than a pure route-versus-route comparison. Thi"
R05,graduated_dissent,6,MAJOR-REVISION,False,"The stated ITT analysis excluded 39 participants (~2.2%) with missing outcomes rather than including all randomized participants with a prespecified missing-data strategy (e.g., imputation)."
R05,graduated_dissent,7,MAJOR-REVISION,False,"Sample size and design-effect calculations for the cluster trial are insufficiently reported (missing average cluster size, number of clusters per arm, coefficient of variation, exact formula)."
R05,graduated_dissent,8,MINOR,False,"Interim analyses are mentioned (Pocock boundaries, two planned interim looks) but without stopping thresholds, timing, or confirmation that final inference was adjusted for multiple looks."
R05,graduated_dissent,9,MAJOR-REVISION,False,"The per-protocol analysis conditions on post-randomization successful access, which differs dramatically between arms (93.7% IO vs 58.1% IV), creating severe selection bias in the PP comparison."
R05,graduated_dissent,10,MINOR,False,"Large post-randomization differences in medication delivery (90.3% IO vs 52.0% IV received adrenaline) complicate mechanistic interpretation, but the manuscript sometimes discusses route effectiveness"
R05,graduated_dissent,11,MINOR,False,"Baseline covariate adjustment is insufficiently specified and may include post-randomization mediators (e.g., time to vascular access, time to first drug) on the causal pathway."
R05,graduated_dissent,12,MINOR,False,Blinding of outcome assessors is not established; CPC neurological scoring may have been unblinded.
R05,graduated_dissent,13,MINOR,False,Generalizability is limited by exclusion of patients >80 years (~40% of OHCA population) and restriction to humeral IO placement.
R05,graduated_dissent,14,MAJOR-REVISION,False,"Possible period effects in the biweekly cluster crossover design, especially during COVID-disrupted operations, may not be adequately modeled. Calendar time, team intensity, and case-mix shifts could "
R10,graduated_dissent,1,MAJOR-REVISION,False,"Severe selection bias from restricting analysis to the 21.5% (253/1176) of hospitalized patients with a prior vitamin D measurement, where testing was non-random and likely driven by clinical suspicio"
R10,graduated_dissent,2,MAJOR-REVISION,False,"Substantial residual confounding by indication and unmeasured health factors (frailty, socioeconomic status, nursing home residence, smoking, medication use, chronic inflammatory disease) not controll"
R10,graduated_dissent,3,MAJOR-REVISION,False,"Overinterpretation of observational associations as causal or quasi-causal, including statements that vitamin D deficiency 'contributes to the causal pathway,' unsupported by the retrospective, non-ra"
R10,graduated_dissent,4,MAJOR-REVISION,False,"Exposure misclassification from using vitamin D measurements taken 14 to 730 days before infection, with no supplementation data and no sensitivity analyses stratified by time lag between measurement "
R10,graduated_dissent,5,MAJOR-REVISION,False,"The cosinor model for seasonal adjustment is weakly justified when applied patient-level from a single historical measurement, assuming identical seasonal variation across diverse individuals."
R10,graduated_dissent,6,MAJOR-REVISION,False,"Use of backward elimination for model selection in a modest sample, risking unstable coefficients and anti-conservative inference, compounded by potential sparse-data/low events-per-variable concerns."
R10,graduated_dissent,7,MAJOR-REVISION,False,"Missing comparison between included (tested, n=253) and excluded (untested, n=923) hospitalized patients, preventing assessment of representativeness or direction of selection bias."
R10,graduated_dissent,8,MAJOR-REVISION,False,Mortality claims are emphasized in the abstract and conclusions but are not supported by a dedicated adjusted mortality model; the primary adjusted analysis targets disease severity classification.
R10,graduated_dissent,9,MAJOR-REVISION,False,Incomplete or inconsistent adjustment for ethnicity in the main model despite documented strong ethnic differences in vitamin D deficiency and plausible confounding through social and biological pathw
R10,graduated_dissent,10,MINOR,False,"Collider bias from conditioning the analysis on hospitalized patients, which can induce or distort associations between vitamin D and in-hospital severity."
R10,graduated_dissent,11,MINOR,False,"Inconsistent vitamin D category labels: 'high-normal' described as ≥187.5 nmol/L or 40 ng/mL, but 40 ng/mL = 100 nmol/L, not 187.5 nmol/L."
R10,graduated_dissent,12,MINOR,False,Use of one-sided p-values for the BMI-vitamin D analysis after a non-significant two-sided result.
R10,graduated_dissent,13,MINOR,False,Ad hoc outlier removal (>2 SD from regression fit) in age-stratified correlation plots without justification.
R10,graduated_dissent,14,MINOR,False,Mixing 'prediction' and 'risk factor' language without presenting a validated predictive model.
R11,graduated_dissent,1,MAJOR-REVISION,False,"The mediation analysis reports an indirect effect of b = 0.0325 with SE = 0.0138, but the confidence interval is stated as 0.054–0.0596, which does not contain the point estimate and is implausibly na"
R11,graduated_dissent,2,MAJOR-REVISION,False,"The logistic regression results are ambiguously and inconsistently reported: three p-values and three ORs are listed without clear mapping to specific predictors, and several variables described in th"
R11,graduated_dissent,3,MAJOR-REVISION,True,"Causal and mechanistic interpretations are made from a cross-sectional design, particularly the mediation analysis claiming depersonalization is a 'pathway through which physiological stress manifests"
R11,graduated_dissent,4,MAJOR-REVISION,False,"Key potential confounders for hair cortisol (hair dye, cosmetic treatments, anti-dandruff shampoo, smoking) were collected but not incorporated into multivariable analyses of cortisol or burnout."
R11,graduated_dissent,5,MAJOR-REVISION,False,"Substantial multiple testing across numerous correlations and subgroup analyses (median splits by stress, support, cortisol) without any correction, prespecification, or formal interaction testing."
R11,graduated_dissent,6,MAJOR-REVISION,False,"Conceptual confusion in statistical test selection and reporting: 'median differences were tested using either the t-test or the Mann–Whitney test' (t-test compares means, not medians); correlation co"
R11,graduated_dissent,7,MAJOR-REVISION,False,"Use of dichotomization/median splits for continuous variables (perceived stress, social support, hair cortisol) in subgroup analyses."
R11,graduated_dissent,8,MAJOR-REVISION,False,"Insufficient assay validation details for the hair cortisol measurement, including extraction reproducibility, limits of detection, and whether the chemiluminescent method was validated for hair matri"
R11,graduated_dissent,9,MAJOR-REVISION,False,"The claim that 10% had 'altered' hair cortisol based on an external reference interval from 'healthy individuals with low stress' without discussing assay comparability, population comparability, or v"
R11,graduated_dissent,10,MAJOR-REVISION,False,"Selection and exclusion criteria (excluding psychotropic drug use, mental health history, glucocorticoid use, HPA-axis disorders, short hair) may systematically bias the sample away from the most stre"
R11,graduated_dissent,11,MINOR,False,"Comparison to the authors' prior first-wave study is interpreted as temporal improvement, but the current study uses a different cohort with only partial overlap, making direct longitudinal inference "
R11,graduated_dissent,12,MAJOR-REVISION,False,"Possible events-per-variable problem in the logistic regression: with ~11% burnout prevalence in ~234 participants (~25 cases) and multiple predictors, the model may be overfit and unstable."
R11,graduated_dissent,13,MINOR,False,"The burnout definition requiring simultaneous high EE, high DP, and low PA is unusually strict but not justified; different accepted definitions substantially alter prevalence estimates."
