paper_id,paper_title,paper_category,spot_error_category,spot_error_severity,spot_annotation,finding_idx,gd_finding_location,gd_finding,arbiter_justification,source,survived_steelman,human_verdict,notes
2403.01085v2,A Strongly Subcubic Combinatorial Algorithm for Triangle Detection with Applications,Computer Science,Equation / proof,retract,"The analysis in Case 2.1 is faulty because it incorrectly assumes that the triangle detection algorithm will always succeed under certain conditions, but there exist cases where the algorithm fails, making the proof invalid.",2,,"The k-clique reduction (Theorem 4) has two independent fatal flaws: (1) the cost of constructing the auxiliary graph (enumerating all ℓ-cliques and checking all pairs for 2ℓ-clique formation) is omitted and can dominate the claimed runtime; (2) the auxiliary graph construction does not enforce disjointness or partition conditions on the three ℓ-cliques forming a triangle, so a triangle in the auxiliary graph may not correspond to a valid 3ℓ-clique in the original graph.","Both reviewers flag the k-clique reduction as severely flawed. Review A identifies the construction cost omission; Review B identifies the missing disjointness condition. After steelman exchange, both agree this is retraction-worthy on multiple grounds. The standard Nešetřil-Poljak reduction requires careful partitioning that the manuscript omits, making the reduction potentially semantically incorrect, not just incomplete in runtime accounting.",both,True,,
2403.18567v2,The effect of Relativistic Aberration on Cosmological Distances,Physics,Equation / proof,retract,"The error is that the computations incorrectly assume galaxies are in a different reference frame than the observer, leading to fundamentally flawed equations and invalid results throughout the paper.",1,,"Double-counting of redshift/flux effects: the paper adds an extra (1+z)^{-2} 'aberration correction' to the solid angle on top of the standard FLRW flux formula, which already includes two factors of (1+z)^{-1} (energy loss and arrival-rate dilation), yielding d_L ∝ (1+z)^2 r instead of the standard d_L ∝ (1+z) r.","The standard derivation from first principles (Boltzmann equation, Liouville's theorem, or direct FLRW geodesic computation) yields the correct (1+z)^{-4} surface brightness dimming without any missing beaming term for isotropic emission in the source rest frame. The additional (1+z)^{-2} factor is exactly the paper's novel quantitative result; if it is double-counting, the main conclusion is directly invalidated. Both reviewers identified this independently and both rated it retraction-worthy. Neither downgraded it during steelman.",both,True,,
2403.18567v2,The effect of Relativistic Aberration on Cosmological Distances,Physics,Equation / proof,retract,"The error is that the computations incorrectly assume galaxies are in a different reference frame than the observer, leading to fundamentally flawed equations and invalid results throughout the paper.",2,,"Use of the SR Doppler formula (Eqs. 4–5) to define a recession speed β from cosmological redshift as if globally meaningful, then building the entire aberration correction from this inferred β.","The SR Doppler formula relates frequency shifts to relative velocity between inertial frames in flat spacetime. Cosmological redshift arises from metric expansion along the photon's path in curved spacetime—there is no unique 'velocity' that can be plugged into the SR formula to recover the aberration factor across cosmological distances. Since the rest of the derivation depends on this β, the main quantitative results do not follow. Reviewer A rated this retraction-worthy; Reviewer B subsumed it under the broader SR misapplication. It survived steelman.",both,True,,
2404.01980v6,A Simple Ricci Flow Proof of the Uniformization Theorem,Mathematics,Equation / proof,retract,"The proof incorrectly assumes that the value of A at t=0 and t=T are identical, but without a justification or condition ensuring this, the main inequality in the argument does not necessarily hold.",0,,"The maximum-principle comparison in Proposition 3.1 is not justified. I_A is defined as an infimum over separating curves enclosing area A, not as a smooth scalar field satisfying a parabolic PDE in a spatial variable. The evolution equation (2.5) involves a second-derivative term ∂_r² ln I_A² whose sign is not controlled, and no subsolution/supersolution structure is established that would permit comparison with the spatially constant ODE barrier f(t). This is a categorical misapplication of the maximum principle.",Both reviewers flagged this as retraction-worthy. Reviewer B upgraded their confidence after the steelman exchange. Reviewer A's steelman reinforced the point by noting the conceptual mismatch between profile-level infima and pointwise PDE solutions. This proposition is the engine of the entire proof; its failure collapses the main theorem.,both,True,,
2404.01980v6,A Simple Ricci Flow Proof of the Uniformization Theorem,Mathematics,Equation / proof,retract,"The proof incorrectly assumes that the value of A at t=0 and t=T are identical, but without a justification or condition ensuring this, the main inequality in the argument does not necessarily hold.",1,,"The contradiction argument in Theorem 3.2 uses asymptotic tightness of the isoperimetric lower bound (2.4) as A→0 in the wrong logical direction. Tightness means I_A² approaches the lower bound from above as A→0, but the proof requires choosing A small so that the lower bound exceeds an independently prescribed barrier—effectively using tightness to produce an upper bound on I_A², which does not follow. The 'contradiction' in (3.3) is therefore logically invalid.","Both reviewers identified this as retraction-worthy and maintained that assessment through the steelman exchange. The logical inversion is not a gap that could be filled with additional argument; it is a direct misuse of the asymptotic relationship. Without this step, exponential decay of κ(t) is unproven and the convergence theorem fails.",both,True,,
2404.04502v2,The interplay between additive and symmetric large sets and their combinatorial applications,Mathematics,Equation / proof,errata,"The definition or expression of the operation \( p \odot_t q \) is incorrect, which undermines the validity of the subsequent results that rely on this operation.",0,,"Theorem 3.3: The proof claims cl(K(βℤ,+)) is a left ideal in (βℤ*,⊙_t), but the key step — that the affine image t(t+1)−tn+(n−t)B is additively piecewise syndetic whenever B is — is unjustified and concretely fails when n=t, where the image collapses to a singleton. This theorem produces the ultrafilter intersection that drives all main partition-regularity results.","Both reviewers identify this as the critical bottleneck. Reviewer A initially rated it RETRACTION-WORTHY and maintained this through steelman. Reviewer B initially rated it MAJOR-REVISION but upgraded to RETRACTION-WORTHY after steelman, explicitly acknowledging the n=t counterexample. The degenerate case is concrete and undeniable, and no alternative argument is provided. Since Theorems 4.10, 4.11, and Corollary 4.12 all require the ultrafilter intersection that this theorem is supposed to produce, the central conclusions are unsupported.",both,True,,
2404.04502v2,The interplay between additive and symmetric large sets and their combinatorial applications,Mathematics,Equation / proof,errata,"The definition or expression of the operation \( p \odot_t q \) is incorrect, which undermines the validity of the subsequent results that rely on this operation.",1,,"Corollary 4.12 (and 4.14): The stated equation uses ⊙_{l,k} but the proof concludes with ⊕_{l,k}, which is undefined in the manuscript. The flagship partition-regularity claim — the paper's main advertised result — is not actually proved as written.","Reviewer A flagged this as RETRACTION-WORTHY and defended it through steelman (downgrading to MAJOR-REVISION in the spirit of charity, but noting it is 'certainly a serious presentation/theorem-statement defect'). Reviewer B identified the Corollary 4.12 operation mismatch as 'the single clearest fatal error.' The mismatch between the stated theorem and what the proof attempts to show means the paper's headline claim is literally unproved. While this could conceivably be a consistent notation error, ⊕_{l,k} is never defined, so the reader cannot determine what was intended.",both,True,,
2404.18586v2,How to surpass no-go limits in Gaussian quantum error correction and entangled Gaussian state distillation?,Physics,Equation / proof,retract,"The error is that the statements or proofs of Lemma 3 and Lemma 4 contain inaccuracies, likely due to incorrect assumptions, logical gaps, or invalid mathematical steps, which compromise the validity of their conclusions.",0,,"The protocol's central constructions (bouncing identities, partial transpose implementation, noise polarization in Theorem 5, distillation in Corollary 6) all require ideal infinitely squeezed EPR states. No rigorous finite-squeezing error analysis is provided — no effective finite-r channel is derived, no error bounds (diamond norm, covariance level, or otherwise) are given, and no demonstration that the qualitative advantage survives at any finite resource level is presented. The paper's claims of a physically realizable Gaussian QEC/distillation protocol are therefore unsupported.","Both reviews independently identified this as RETRACTION-WORTHY. Review A considered downgrading to MAJOR-REVISION if the paper were reframed as a purely ideal-limit theorem, but as written the paper explicitly claims a protocol and practical circumvention of no-go results. The finite-squeezing discussion (Appendix G) provides only qualitative statements ('fidelity approaches 1 as r→∞') without any quantitative analysis. Since the paper's stated contributions are a protocol and operational circumvention claims — not merely a mathematical identity in an unphysical limit — the gap between what is proven and what is claimed is fundamental.",both,True,,
2405.05635v2,Large Bricks and Join-irreducible torsionfree classes,Mathematics,Equation / proof,retract,"There is a logical gap in the proof of Proposition 3.9, meaning that a necessary step or justification is missing, so the conclusion does not properly follow from the premises given.",1,,"Lemma 3.7 conflates module-theoretic simplicity (every proper quotient is torsion) with simplicity in the HRS heart. The proof claims a nonzero map F → S must be a monomorphism 'by simplicity of F,' but F is lim→f-simple as a module, not simple in the heart. The deduction that F embeds into the torsionfree almost-torsion module B is the sole bridge from the direct limit construction to a single cogenerating brick, and it fails.","Reviewer A initially rated RETRACTION-WORTHY; Reviewer B initially rated MAJOR-REVISION but upgraded to RETRACTION-WORTHY during steelman after recognizing the conceptual depth of the error. The conflation of two distinct notions of simplicity is structural, not a typo or missing citation. Without a valid embedding F ↪ B, the entire proof pipeline from the direct limit object to a single cogenerating brick collapses.",both,True,,
2405.11232v2,Multiplication formula for Hernandez and Leclerc's quivers with potentials,Mathematics,Equation / proof,retract,"The error is that Jacobian algebras do not generally have the Ext-symmetry required for the GLS multiplication formula, and generalized preprojective algebras are not always Jacobian because the nilpotency relations for loops are not derived from the potential.",0,,"Theorem 3.2 (main multiplication formula) proof is incomplete and unvalidated for the stated setting. The proof is transplanted from GLS07 (preprojective algebra / 2-CY setting) without verifying that the required hypotheses (constructibility, stratification, Euler characteristic arguments, Ext-symmetry) hold for the infinite-dimensional Jacobian algebra A of a semi-infinite quiver. Critical steps between equations (3.9) and (3.16) are not established.","Both reviewers independently identify this as the paper's central result and both conclude its proof is not valid as written. This is not a matter of missing minor details—the entire argument framework depends on unverified assumptions about the algebraic and geometric setting. Without this theorem, the paper's main contributions collapse.",both,True,,
2405.11232v2,Multiplication formula for Hernandez and Leclerc's quivers with potentials,Mathematics,Equation / proof,retract,"The error is that Jacobian algebras do not generally have the Ext-symmetry required for the GLS multiplication formula, and generalized preprojective algebras are not always Jacobian because the nilpotency relations for loops are not derived from the potential.",1,,"Proposition 4.3 (simplicity of L1⊗L2 iff Ext^1=0) contains a logically invalid or circular proof. The proof assumes that vanishing Ext implies the product of F-polynomials equals a single cluster monomial, which is what needs to be proved. The contradiction argument for the 'only if' direction unjustifiably assumes all summands Y in the multiplication formula must equal T.",Both reviewers agree the proof is flawed. This proposition is the key bridge between the multiplication formula and the paper's advertised application to quantum affine algebra representations. A logically invalid proof of a central application-level result means the paper's conclusions about tensor product simplicity are unsupported.,both,True,,
2405.20571v2,On the principal eigenvalue for compound Poisson processes,Mathematics,Equation / proof,retract,"The main flaw is that the proof does not account for a key exception or missing condition, which leads to Theorem 2.1 being stated too generally and thus not holding in all claimed cases.",0,,"Lemma 4.5 is not proved: the proof consists of an unsupported assertion and an editorial placeholder '[AUTHOR_1]'. This lemma is the key technical input to Theorem 2.1, establishing the limiting constant α that determines the explicit eigenvalue formula.","Both reviewers independently identify this as RETRACTION-WORTHY. Neither downgraded during steelman. The manuscript literally does not contain a proof of the lemma on which the central theorem depends. Without Lemma 4.5, Theorem 2.1's explicit formula is unsubstantiated, and all downstream results (Corollary 2.2, Theorem 2.3) collapse.",both,True,,
2405.20571v2,On the principal eigenvalue for compound Poisson processes,Mathematics,Equation / proof,retract,"The main flaw is that the proof does not account for a key exception or missing condition, which leads to Theorem 2.1 being stated too generally and thus not holding in all claimed cases.",1,,"The transition from conditioning on {S_n ∈ D} (Lemma 4.4) to conditioning on full path survival {S_k ∈ D for all 1 ≤ k ≤ n} (Lemma 4.5) is unjustified. These are fundamentally different conditioning events, and no bridging argument is provided.","Both reviewers identify this gap. Reviewer A initially rated it MAJOR-REVISION but upgraded to RETRACTION-WORTHY during steelman, recognizing it is the core inferential step identifying the constant α. The path-conditioned law and endpoint-conditioned law are genuinely different objects, and this is not a routine epsilon-delta detail but a change of conditioning sigma-field central to the argument.",both,True,,
2405.20571v2,On the principal eigenvalue for compound Poisson processes,Mathematics,Equation / proof,retract,"The main flaw is that the proof does not account for a key exception or missing condition, which leads to Theorem 2.1 being stated too generally and thus not holding in all claimed cases.",2,,"The lower bound derivation in the proof of Theorem 2.1 requires uniform convergence (in x and eventually in n) of the conditional probability from Lemma 4.5 to iterate into an exponential bound, but only pointwise convergence is claimed (and not even proved).","Reviewer B identifies this initially as MAJOR-REVISION but upgrades to RETRACTION-WORTHY during steelman, since without uniform control the exponential asymptotics cannot be extracted. Reviewer A agrees in steelman. Since the theorem is central, the compounding of this gap with the unproven Lemma 4.5 makes it fatal.",both,True,,
2406.03201v2,Characteristic ideal of the fine Selmer group and results on $Œº$-invariance under isogeny in the function field case,Mathematics,Equation / proof,retract,"The error in the proof of Theorem 5.1 involves a flaw or gap in the logical reasoning or calculations that invalidates the original proof, and a corrected version has been provided in arXiv:2407.21431.",2,,"Theorem 6.3 / Proposition 6.2: The noncommutative μ-vanishing result claims μ_G(S(E/K_∞)^∨) = μ_Γ(S(E/K_cyc)^∨) via a restriction map whose kernel is finite and cokernel cofinitely generated. The equality of μ-invariants from such a map is not justified; the cited references ([CSS03b], [Pal14]) address number fields, not function fields, and the required finiteness/cofiniteness is not proven in this setting.","Review B rates this retraction-worthy; Review A initially rated it major-revision but upgraded to retraction-worthy after steelman. The μ_G = μ_Γ equality is the sole logical bridge to the main conclusion of Part II (ℓ ≠ p case). Without it, the headline noncommutative result is entirely unsupported. The gap is not a missing detail but a missing proof of the key step, using references whose hypotheses are not verified in the function-field setting.",both,True,,
2406.03201v2,Characteristic ideal of the fine Selmer group and results on $Œº$-invariance under isogeny in the function field case,Mathematics,Equation / proof,retract,"The error in the proof of Theorem 5.1 involves a flaw or gap in the logical reasoning or calculations that invalidates the original proof, and a corrected version has been provided in arXiv:2407.21431.",3,,"Theorem 1.5/6.3 contains a contradiction: the abstract and introduction advertise results for a GL₂(Zₗ)-extension, but the theorem statement requires G = Gal(K_∞/K) to be pro-p. An open subgroup of GL₂(Zₗ) is not generally pro-p (for ℓ ≠ p), so the paper does not prove what it claims at the headline level.","Review A flags this as retraction-worthy; Review B did not initially catch it but after steelman recognized it as a severe overstatement. The paper's main selling point is extending results to the noncommutative GL₂(Zₗ) setting. If the proof only works for pro-p groups (a drastically more restrictive class), then the claimed result is materially overstated. However, there is some possibility the authors intended a pro-p quotient or open pro-p subgroup, which would make this a major misstatement of generality rather than total invalidity of a restricted result. Retained at retraction-worthy because the discrepancy is between the paper's central advertised contribution and what the proof actually establishes.",prover_a,True,,
2406.04846v2,Efficient Fault-Tolerant Single Qubit Gate Approximation And Universal Quantum Computation Without Using The Solovay-Kitaev Theorem,Physics,Equation / proof,retract,"The error is that Equation 6, derived using real arithmetic, is incorrectly applied to a context that uses modulo 2 arithmetic, making the result incompatible with the actual operations on the state ket.",0,,"The asymptotic gate count is internally self-contradictory. The paper claims O(log(1/ε) log log(1/ε) log log log(1/ε)···) in one place but O(ε log(1/ε) log log(1/ε)···) elsewhere; the latter decreases with smaller ε, which is impossible for a compilation cost. The definition m = ceil(ε / [log(1/ε) log log(1/ε)···]) has the wrong scaling direction (m→0 as ε→0 instead of growing). The iterated-log product is mathematically ill-defined with no specified termination. The precision budget δ ≤ ε/⌈log₂(1/ε)⌉ is inconsistent with the claimed product-of-logs scaling.","The paper's principal contribution is a quantitative upper bound on gate count. Both reviewers independently identified that this bound is self-contradictory, and the steelman exchange strengthened rather than weakened this finding. An internally inconsistent complexity formula means the main theorem as stated is not a valid mathematical claim. Neither reviewer downgraded this finding.",both,True,,
2406.04846v2,Efficient Fault-Tolerant Single Qubit Gate Approximation And Universal Quantum Computation Without Using The Solovay-Kitaev Theorem,Physics,Equation / proof,retract,"The error is that Equation 6, derived using real arithmetic, is incorrectly applied to a context that uses modulo 2 arithmetic, making the result incompatible with the actual operations on the state ket.",2,,"The manuscript does not solve the stated problem of approximation from a fixed finite gate set. The theorem explicitly uses a gate set depending on ε (including {P(πℓ/2^m)} where m grows with 1/ε), and the discussion appeals to hardware-native arbitrary phase rotations P(α). This contradicts the introduction's framing as addressing the Nielsen-Chuang challenge for fixed-set approximation complexity.","Both reviewers identified this issue. Reviewer A initially rated it RETRACTION-WORTHY; Reviewer B initially rated it MAJOR-REVISION but upgraded to RETRACTION-WORTHY after steelman exchange. Reviewer A acknowledged in steelman that under an honest reframing (e.g., ε-dependent instruction library) the mathematics might be partially salvageable, suggesting some uncertainty. However, as the paper is written, the central claim addresses a problem it does not actually solve. The mismatch between problem statement and solution is fundamental.",both,True,,
2406.04846v2,Efficient Fault-Tolerant Single Qubit Gate Approximation And Universal Quantum Computation Without Using The Solovay-Kitaev Theorem,Physics,Equation / proof,retract,"The error is that Equation 6, derived using real arithmetic, is incorrectly applied to a context that uses modulo 2 arithmetic, making the result incompatible with the actual operations on the state ket.",3,,"The fault-tolerance claim is not established under standard FT assumptions. The recursive scheme requires implementing P(α v_j) transversally on physical qubits for arbitrary non-Clifford angles. These are not available as fault-tolerant operations from a fixed protected gate set in the standard model. The paper's appeal to hardware-native arbitrary rotations undermines the FT compilation framework rather than establishing it. No error propagation, threshold, or concatenation analysis is provided.","Reviewer A rated this RETRACTION-WORTHY throughout. Reviewer B initially rated it MAJOR-REVISION but upgraded to RETRACTION-WORTHY after steelman, finding Reviewer A's argument about physical rotation availability compelling. However, there is some residual uncertainty: if the work were repositioned as an architecture-specific proposal rather than a standard FT compilation theorem, the underlying idea might survive in weakened form. Given the paper's current claims, the severity is retraction-level.",both,True,,
2406.15649v2,Efficient Human Pose Estimation: Leveraging Advanced Techniques with MediaPipe,Computer Science,Statistical reporting,retract,"The error is that the angle was calculated incorrectly in Section 3.3, leading to potential inaccuracies in the reported statistical results that rely on this value.",0,,"Method-results mismatch: The only concrete methodology described is a simple elbow-angle calculation and threshold-based curl counter using unmodified MediaPipe landmarks. The paper claims architectural and algorithmic improvements to MediaPipe pose estimation itself, including 20% IoU improvement and enhanced robustness. A downstream rule-based application cannot produce or evidence improvements to the underlying pose estimation model.","This is a logical contradiction, not merely a reporting gap. Even if all missing experimental details were supplied, the described method (angle thresholding on existing landmarks) cannot constitute or demonstrate an improvement to MediaPipe's pose estimation architecture. Both reviewers identify this, and both maintained or strengthened this finding through steelman exchange. Reviewer A defended it as RETRACTION-WORTHY; Reviewer B recognized it as the most fundamental problem and elevated its importance.",both,True,,
2406.15649v2,Efficient Human Pose Estimation: Leveraging Advanced Techniques with MediaPipe,Computer Science,Statistical reporting,retract,"The error is that the angle was calculated incorrectly in Section 3.3, leading to potential inaccuracies in the reported statistical results that rely on this value.",1,,"Primary performance claims (20% IoU improvement, ~30% processing-time reduction) are unsupported by any presented quantitative evidence. No results table, no numerical data points, no sample sizes, no confidence intervals, no variance estimates, and no statistical tests are provided.","The paper's central conclusions are headline numerical claims for which zero supporting data is presented. Reviewer A defended this as RETRACTION-WORTHY through steelman; Reviewer B agrees these claims are meaningless without evidence. Under the severity standard, the central conclusions cannot be supported by the data as presented because no data is presented.",both,True,,
2406.15649v2,Efficient Human Pose Estimation: Leveraging Advanced Techniques with MediaPipe,Computer Science,Statistical reporting,retract,"The error is that the angle was calculated incorrectly in Section 3.3, leading to potential inaccuracies in the reported statistical results that rely on this value.",2,,"The claimed 'novel modifications' and 'advanced neural network architectures' incorporated into MediaPipe are never described. No architecture details, layer modifications, training procedures, loss functions, hyperparameters, or optimization changes are specified.","The paper's claimed methodological novelty—the core contribution—is entirely undefined. This is more than a reporting gap: combined with the method-results mismatch, there is no evidence that any architectural modification exists. Reviewer A downgraded this to MAJOR-REVISION in steelman, acknowledging it could theoretically be a reporting omission. However, Reviewer B's steelman correctly notes that the described method (inference-only angle calculation) is logically incompatible with the existence of such modifications, pushing this back toward RETRACTION-WORTHY. On balance, the combination of undefined contribution plus contradictory method description makes this RETRACTION-WORTHY.",both,True,,
2407.02110v2,On the uniqueness of the strictly convex quadrilateral central configuration with a fixed angle,Physics,Equation / proof,retract,"Lemma 1 contains incorrect equations or logical steps, undermining the validity of the proof and making the results that rely on it, including Proposition 2 and the main theorem, unreliable.",0,,"The topology proof of Lemma 3 (χ(M^+)=1) is not rigorous. The argument claims coordinate projections induce fibrations with contractible fibers, but no local triviality, continuity of fiber type, or explicit deformation retracts are provided. Fiber descriptions ('quarter of a ring belt,' 'quarter of a circle') are informal and the fiber type changes at boundaries, which is incompatible with a fibration structure.","Both reviewers independently rate this retraction-worthy and neither downgrades it during steelman. Lemma 3 is the sole global topological input to the Morse equation; if χ(M^+)≠1, the uniqueness conclusion α₀=1 does not follow. The gaps are not minor omissions but fundamental: the claimed fibrations are not verified, and the informal geometric descriptions do not constitute a proof of contractibility. Reviewer B's steelman observation that fiber type changes at boundaries reinforces that this cannot be trivially repaired.",both,True,,
2407.02110v2,On the uniqueness of the strictly convex quadrilateral central configuration with a fixed angle,Physics,Equation / proof,retract,"Lemma 1 contains incorrect equations or logical steps, undermining the validity of the proof and making the results that rely on it, including Proposition 2 and the main theorem, unreliable.",1,,"The manuscript does not prove that critical points of U on the enlarged set M^+ lie within the geometrically realizable planar convex quadrilateral set C. The final step 'Since C ⊂ M^+, U has at most one critical point on C' is logically valid for an upper bound, but the paper does not establish that the unique critical point on M^+ (if it exists) belongs to C, nor does it properly invoke an external existence result to close the argument.","Reviewer A rated this retraction-worthy; during steelman, A considered downgrading to major-revision if the paper is read as proving only an upper bound combined with external existence results. However, Reviewer B fully endorsed A's original severity. The issue is that uniqueness on a superset does imply at most one on a subset, which partially works, but the paper's own theorem statement claims existence-and-uniqueness for given angle θ, and the existence part is not established within the paper's framework. Since the theorem as stated is not supported without this step, and the manuscript does not clearly separate 'at most one' from 'exactly one,' this remains retraction-worthy, though with slightly lower confidence.",prover_a,True,,
2407.02110v2,On the uniqueness of the strictly convex quadrilateral central configuration with a fixed angle,Physics,Equation / proof,retract,"Lemma 1 contains incorrect equations or logical steps, undermining the validity of the proof and making the results that rely on it, including Proposition 2 and the main theorem, unreliable.",2,,"The constraint C(r)=0 is only a necessary condition for convex quadrilateral configurations (as the authors acknowledge via Josefsson's relation), not sufficient. The Morse-theoretic uniqueness argument is performed on M^+ = {I=I₀, C=0, r_ij>0}, which is strictly larger than the actual configuration set. The proof does not establish that the critical point structure on this enlarged set faithfully represents the original geometric problem.","Both reviewers flag this as a core issue. During steelman, Reviewer A considered that this might be major-revision if the authors could prove an exact critical-point correspondence on the realizable locus, but acknowledged this would require a 'nontrivial new argument.' Reviewer B's steelman strengthened this by noting the factorization F₄=C·A is only established on the geometric set where C=0 already holds, making the constraint replacement potentially circular. The combination of the enlargement problem with the circularity of the factorization makes this retraction-worthy.",both,True,,
2407.02110v2,On the uniqueness of the strictly convex quadrilateral central configuration with a fixed angle,Physics,Equation / proof,retract,"Lemma 1 contains incorrect equations or logical steps, undermining the validity of the proof and making the results that rely on it, including Proposition 2 and the main theorem, unreliable.",3,,"The mass-deformation argument ('we can only consider the equal mass case since the Euler characteristic number is invariant under continuous deformations') is invalid as stated. Euler characteristic is invariant under homeomorphism/homotopy equivalence, not under arbitrary continuous parameter changes in defining equations. No deformation retract, homotopy equivalence, or topological triviality of the family is established.","Both reviewers initially rated this major-revision, but both upgraded to retraction-worthy during steelman. The argument is essential: without it, the topology calculation (even if correct for equal masses) does not extend to arbitrary positive masses, and the main theorem for general masses is unsupported. Bifurcations or topology changes under mass variation are plausible and not excluded. Since the theorem is stated for 'given four positive masses,' this gap is fatal to the generality claim.",both,True,,
2407.09178v2,Shafarevich-Tate groups of holomorphic Lagrangian fibrations II,Mathematics,Equation / proof,errata,"There is likely a mistake in the formulation or derivation of equations related to Kähler twists, such as an incorrect application of properties of Kähler manifolds or errors in twisting procedures within the proof.",0,,"Lemma 2.1.10 (extension lemma): The proof that a holomorphic form extends across the discriminant divisor contains a gap in the pole-order analysis. The argument that h has at worst a simple pole, combined with the pullback calculation f*(dt/t) = k ds/s, does not rule out cancellation that would make the pulled-back form holomorphic even when h has a pole. If this lemma fails, the isomorphism Ω_B^{[1]} ≅ π_*T_{X/B} (Theorem 2.1.11) is unproven, and the entire Shafarevich-Tate group construction and twisting formalism collapse.","This isomorphism is the foundational identification used throughout the paper — in defining the Shafarevich-Tate group, in the twisting construction, and in all cohomological calculations about twists. Reviewer B identified this and Reviewer A acknowledged in steelman that this is plausibly retraction-worthy. The pole-order argument as written is genuinely incomplete. However, confidence is 0.80 rather than higher because the correct result might follow from a more careful analysis or alternative argument not presented.",prover_b,True,,
2407.09178v2,Shafarevich-Tate groups of holomorphic Lagrangian fibrations II,Mathematics,Equation / proof,errata,"There is likely a mistake in the formulation or derivation of equations related to Kähler twists, such as an incorrect application of properties of Kähler manifolds or errors in twisting procedures within the proof.",1,,"Theorem 5.2.7 does not prove dim H^0(X^φ, Ω^2) = 1. The proof identifies H^{2,0}(X^φ) with H^0(End'(Ω_B^{[1]})) and argues independence under twisting, but never computes the dimension for any specific twist (including the untwisted hyperkähler X). Independence of dimension across twists is insufficient without an anchor computation.","This is the core proof of Theorem B's first assertion (Hodge numbers of twists). Reviewer A identified this; Reviewer B upgraded to RETRACTION-WORTHY during steelman. The logical gap is clear: twist-invariance ≠ computation. The dimension for the untwisted case is known (it's 1 for hyperkähler), so the fix may be straightforward — but as written, the theorem's conclusion does not follow from its proof. The high severity reflects that Theorem B is a headline result and this gap is not merely expository.",prover_a,True,,
2407.09178v2,Shafarevich-Tate groups of holomorphic Lagrangian fibrations II,Mathematics,Equation / proof,errata,"There is likely a mistake in the formulation or derivation of equations related to Kähler twists, such as an incorrect application of properties of Kähler manifolds or errors in twisting procedures within the proof.",2,,"Theorem D (5.3.12): The proof confuses 'Fujiki class C' (bimeromorphic to a Kähler manifold) with 'admits a rational map to a Kähler manifold' and then attempts to pull back a Kähler form along such a rational map. This is a category error: pullback of a Kähler form under a rational map is not defined without resolving indeterminacies, and the subsequent claim that the restriction to a general fiber of π^φ is birational onto its image is unjustified.","Reviewer A identified this as retraction-worthy; Reviewer B upgraded to the same during steelman, acknowledging the conceptual error. The proof of Theorem D as written does not establish the theorem from its hypothesis. This is not a gap that can be filled by adding a sentence — the entire proof strategy is based on a mischaracterization of Fujiki class C. Theorem D is one of the paper's four headline results.",prover_a,True,,
2407.18406v2,A form of refined Roth's theorem and its application to the $abc$-conjecture,Mathematics,Equation / proof,retract,"Theorem 1.6 contains an error because one or more of the equations or logical steps used in the proof are incorrect, possibly due to an invalid assumption or a misapplied result that invalidates the theorem's conclusion.",0,,"The proof that m(x'Q(x),∞) = O(1) for algebraic integers (Theorem 1.4) and simple numbers (Theorem 1.5) is mathematically incoherent. The argument conflates m(y,0), h(y), N(y,0), and m(y,∞) in an invalid identity chain, and the appeal to Dirichlet's unit theorem to bound Archimedean absolute values of an arbitrary algebraic integer y is unjustified. Without this bound, the main error term in inequality (14)/(19) is uncontrolled and Theorems 1.4 and 1.5 are unproved.","Both reviewers independently identified this as the single most critical failure. This step is the lynchpin of the entire proof chain — if it fails, the paper's central claimed inequalities (11) and (12) have no valid derivation. The reasoning presented is not a gap that could be filled; it is logically incoherent as written.",both,True,,
2407.18406v2,A form of refined Roth's theorem and its application to the $abc$-conjecture,Mathematics,Equation / proof,retract,"Theorem 1.6 contains an error because one or more of the equations or logical steps used in the proof are incorrect, possibly due to an invalid assumption or a misapplied result that invalidates the theorem's conclusion.",1,,"The construction of x' is not rigorously specified to be independent of x, yet the proof framework requires a fixed x'. The manuscript's own Remark reveals that the construction depends on the factorization of x and x−a_j, making x' depend on x. Without a valid x-independent construction ensuring the required integrality and valuation properties, the deduction of the main theorems from Theorem 2.1 collapses.","Both reviewers flag this. If x' depends on x, inequality (14) is not the fixed inequality it purports to be, and the entire argument structure is invalidated. Review A provides the more detailed analysis showing the dependency, while Review B notes the missing link between the algebraic construction and the analytic estimate. Neither reviewer sees a way to repair this within the manuscript's framework.",both,True,,
2407.18406v2,A form of refined Roth's theorem and its application to the $abc$-conjecture,Mathematics,Equation / proof,retract,"Theorem 1.6 contains an error because one or more of the equations or logical steps used in the proof are incorrect, possibly due to an invalid assumption or a misapplied result that invalidates the theorem's conclusion.",4,,The derivation of inequality (15) contains an indexing/aggregation error where the right-hand side depends on a single j while the left-hand side sums over all j. The subsequent averaging to define S_{x'}(x) does not resolve this mismatch.,"Review A identifies this specifically; Review B covers it implicitly under general proof incompleteness. This is inside the core derivation chain. However, there is some possibility this is a notational/expository error that could be clarified (e.g., the inequality might hold for each j separately and then be summed). Given some residual uncertainty about whether this is a true logical error versus a presentation error, confidence is slightly lower, but it is still classified as retraction-worthy because as written the derivation does not work.",prover_a,True,,
